student_id,week,year,major,current_gpa,assignment_score,attendance_rate,classes_missed,assignments_on_time,assignments_late,assignments_missing,hours_before_deadline,lms_logins,time_on_lms_hours,video_completion_rate,forum_posts,days_since_last_login,library_visits,library_study_hours,campus_activities,peer_interactions,sleep_quality,sleep_hours,stress_level,exercise_frequency,office_hours_visits,tutoring_sessions,counseling_visits,burnout_status,burnout_severity
265,5,3,Engineering,2.5,76.7,0.759,1,2,1,0,34,11,7.6,0.737,1,3,2,9.1,1,9,5.0,6.0,5.6,2,0,0,0,1,0.47
265,6,3,Engineering,2.31,73.4,0.642,1,1,2,0,38,6,9.8,0.762,3,3,0,3.6,0,7,5.3,5.8,7.7,1,0,0,0,1,0.56
265,7,3,Engineering,2.33,65.0,0.755,1,1,2,0,20,6,6.4,0.541,3,3,0,4.6,1,5,3.4,6.0,6.3,2,0,1,0,1,0.66
265,8,3,Engineering,2.34,71.7,0.607,1,1,1,1,-999,10,5.1,0.416,1,4,2,4.4,0,5,4.9,5.8,7.7,0,0,0,0,1,0.75
265,9,3,Engineering,2.11,54.0,0.63,1,1,1,1,-999,4,5.3,0.596,4,4,1,1.9,1,2,5.6,5.7,7.7,2,1,1,0,1,0.84
265,10,3,Engineering,1.83,68.3,0.607,1,1,1,1,-999,1,6.2,0.26,0,4,1,0.2,0,1,3.6,5.1,8.5,0,0,0,1,1,0.94
265,11,3,Engineering,1.77,49.4,0.598,2,0,2,1,-999,3,6.9,0.255,4,5,1,3.3,0,2,2.8,5.4,9.1,1,0,0,1,1,1.0
265,12,3,Engineering,1.96,71.6,0.633,1,0,2,1,-999,8,2.0,0.54,0,5,1,0.8,0,0,2.7,4.4,8.7,1,0,0,1,1,1.0
265,13,3,Engineering,1.97,59.2,0.606,1,0,2,1,-999,6,1.7,0.337,1,5,1,2.3,0,0,1.8,4.3,10.0,1,0,1,0,1,1.0
265,14,3,Engineering,1.89,54.8,0.56,2,0,2,1,-999,5,4.4,0.23,1,5,1,2.5,1,2,4.8,4.6,7.9,0,2,1,1,1,1.0
265,15,3,Engineering,1.99,82.7,0.631,1,0,2,1,-999,5,5.0,0.493,3,5,0,1.3,0,4,5.6,4.3,9.8,0,1,1,1,1,1.0
265,16,3,Engineering,2.16,44.4,0.505,2,0,2,1,-999,7,6.0,0.267,0,5,0,4.5,0,2,3.4,5.5,9.9,1,0,1,0,1,1.0
266,1,2,Engineering,2.63,86.2,0.916,0,3,0,0,46,14,13.2,0.773,3,1,2,7.5,2,4,8.1,7.5,6.0,2,1,1,0,0,0.0
266,2,2,Engineering,2.7,78.3,0.939,0,3,0,0,49,16,9.1,0.824,4,0,4,4.7,1,8,6.5,6.7,4.4,3,1,1,0,0,0.0
266,3,2,Engineering,2.66,61.2,0.905,0,3,0,0,28,14,8.6,0.905,4,0,4,10.4,1,4,6.3,7.1,5.5,3,2,1,0,0,0.0
266,4,2,Engineering,2.64,92.3,0.905,0,3,0,0,55,14,7.0,0.757,3,0,2,8.2,2,10,9.0,6.6,5.8,3,2,2,0,0,0.0
266,5,2,Engineering,2.56,85.7,0.863,0,3,0,0,48,11,11.1,0.645,5,1,4,14.5,2,10,6.4,7.1,4.3,2,1,2,0,0,0.0
266,6,2,Engineering,2.71,80.6,0.851,0,3,0,0,41,17,11.1,0.811,6,0,4,11.6,2,8,6.5,6.3,3.6,3,3,2,0,0,0.0
266,7,2,Engineering,2.59,100.0,0.847,0,3,0,0,43,13,12.6,0.854,3,0,4,12.2,2,8,7.4,7.0,4.5,2,1,2,0,0,0.0
266,8,2,Engineering,2.55,93.9,0.91,0,3,0,0,59,15,9.9,0.909,4,1,4,10.5,1,9,6.9,7.9,5.8,2,1,2,0,0,0.0
266,9,2,Engineering,2.53,74.4,0.958,0,3,0,0,32,18,14.1,0.835,5,2,4,13.2,2,7,6.6,8.3,4.9,2,2,1,0,0,0.0
266,10,2,Engineering,2.65,72.8,0.918,0,3,0,0,44,15,14.6,0.859,6,0,4,11.0,1,5,7.0,6.8,4.8,2,1,2,0,0,0.0
266,11,2,Engineering,2.57,95.1,0.897,0,3,0,0,55,14,14.3,0.807,3,1,3,8.2,2,6,7.1,7.7,4.3,2,1,1,0,0,0.0
266,12,2,Engineering,2.65,83.8,0.911,0,3,0,0,28,15,11.0,0.88,4,1,3,8.3,2,10,6.8,7.2,3.5,2,1,2,0,0,0.0
266,13,2,Engineering,2.72,77.7,0.974,0,3,0,0,43,13,15.3,0.797,3,2,4,13.3,1,10,6.8,7.0,2.9,3,1,1,0,0,0.0
266,14,2,Engineering,2.59,88.0,0.908,0,3,0,0,38,13,7.5,0.866,3,0,3,10.0,1,9,6.0,5.9,4.8,2,1,1,0,0,0.0
266,15,2,Engineering,2.58,88.9,0.899,0,3,0,0,51,13,13.8,1.0,4,0,3,10.2,1,5,5.5,6.4,5.5,1,2,3,0,0,0.0
266,16,2,Engineering,2.6,98.7,1.0,0,3,0,0,61,19,12.2,0.888,3,0,3,10.5,1,6,7.7,8.2,3.1,3,2,1,0,0,0.0
267,1,3,Business,2.96,86.8,0.849,0,2,1,0,45,12,8.3,0.842,7,1,2,7.0,1,5,6.5,6.5,2.9,3,1,2,0,1,0.09
267,2,3,Business,2.77,79.9,0.828,0,2,1,0,33,16,12.7,0.749,3,2,3,4.8,1,7,7.8,6.2,2.7,2,1,1,0,1,0.19
267,3,3,Business,2.77,58.0,0.883,0,2,1,0,41,11,9.9,0.769,3,1,3,8.2,1,8,3.8,6.5,6.5,2,2,1,0,1,0.28
267,4,3,Business,2.57,81.7,0.794,1,2,1,0,23,12,7.5,0.767,5,5,3,6.6,1,3,6.5,5.8,5.9,1,1,1,0,1,0.38
267,5,3,Business,2.62,87.6,0.747,1,2,1,0,28,12,4.4,0.51,2,2,1,9.1,0,4,5.2,7.1,6.7,2,1,1,0,1,0.47
267,6,3,Business,2.65,83.4,0.718,1,1,2,0,26,9,8.1,0.518,2,3,3,7.4,0,3,3.9,6.5,8.1,1,0,1,0,1,0.56
267,7,3,Business,2.74,66.5,0.654,1,1,2,0,19,5,5.4,0.576,4,4,1,8.3,0,6,6.7,6.0,7.1,2,2,0,0,1,0.66
267,8,3,Business,2.4,65.4,0.67,1,1,1,1,-999,12,6.9,0.616,2,3,2,3.6,0,3,5.9,5.8,7.2,1,0,0,1,1,0.75
267,9,3,Business,2.2,74.1,0.653,1,1,1,1,-999,8,4.7,0.443,2,4,1,3.9,1,4,6.1,5.4,7.3,1,0,1,1,1,0.84
267,10,3,Business,2.17,71.4,0.597,2,1,1,1,-999,6,2.3,0.272,1,6,1,2.8,0,1,4.8,6.0,6.8,1,0,0,0,1,0.94
267,11,3,Business,2.55,69.1,0.596,2,0,2,1,-999,4,5.2,0.472,0,5,0,3.9,0,3,3.0,4.8,7.9,0,0,0,1,1,1.0
267,12,3,Business,2.33,74.3,0.626,1,0,2,1,-999,8,4.9,0.305,0,5,1,0.0,0,2,3.1,5.4,8.2,1,0,0,0,1,1.0
267,13,3,Business,2.35,69.2,0.619,1,0,2,1,-999,0,5.7,0.277,1,5,1,4.0,0,2,3.6,5.9,8.9,2,0,0,0,1,1.0
267,14,3,Business,2.1,88.5,0.604,1,0,2,1,-999,7,2.0,0.137,1,5,0,4.1,0,1,2.9,4.6,8.4,0,0,1,0,1,1.0
267,15,3,Business,2.14,65.7,0.538,2,0,2,1,-999,7,4.6,0.444,1,5,1,2.3,0,3,3.8,5.5,8.5,1,1,1,0,1,1.0
267,16,3,Business,2.45,70.6,0.599,2,0,2,1,-999,1,6.1,0.407,0,5,1,1.3,1,2,4.5,3.7,9.0,1,2,0,1,1,1.0
268,1,1,Medicine,4.04,100.0,0.957,0,3,0,0,38,12,14.8,0.832,4,0,3,9.9,1,10,5.8,7.8,4.6,3,3,1,0,0,0.0
268,2,1,Medicine,4.0,84.6,0.882,0,3,0,0,39,14,10.2,0.811,3,0,4,9.5,1,10,5.4,7.9,3.8,2,1,1,0,0,0.0
268,3,1,Medicine,4.02,62.8,0.917,0,3,0,0,34,13,12.6,0.65,4,0,4,8.7,2,11,8.1,7.5,4.5,3,1,1,0,0,0.0
268,4,1,Medicine,4.02,92.6,0.967,0,3,0,0,40,13,10.7,0.655,4,3,5,7.8,1,10,6.6,6.6,6.9,3,3,1,0,0,0.0
268,5,1,Medicine,3.87,76.6,0.941,0,3,0,0,51,19,8.6,1.0,4,0,4,8.0,1,6,6.1,6.6,2.2,2,1,1,0,0,0.0
268,6,1,Medicine,3.93,70.0,0.887,0,3,0,0,55,10,9.2,0.986,5,0,3,10.2,2,9,7.0,7.2,3.5,2,1,2,0,0,0.0
268,7,1,Medicine,3.67,91.5,0.979,0,3,0,0,47,14,13.2,0.856,4,1,3,9.7,2,8,6.8,6.7,4.5,3,1,1,0,0,0.0
268,8,1,Medicine,3.89,69.4,0.942,0,3,0,0,30,11,9.4,0.751,3,0,4,11.9,1,7,5.7,6.7,1.9,3,2,1,0,0,0.0
268,9,1,Medicine,3.89,86.7,0.856,0,3,0,0,47,12,15.9,0.903,4,0,3,14.6,2,10,7.4,6.5,5.6,3,2,2,0,0,0.0
268,10,1,Medicine,4.11,87.7,0.93,0,3,0,0,63,17,12.7,0.865,4,0,3,12.6,1,8,7.3,7.8,3.6,2,1,4,0,0,0.0
268,11,1,Medicine,4.03,80.9,0.968,0,3,0,0,40,18,12.4,0.845,6,0,4,8.6,1,6,6.8,7.3,4.1,2,1,1,0,0,0.0
268,12,1,Medicine,3.8,69.3,0.805,0,3,0,0,51,17,11.4,0.833,6,0,3,10.5,1,4,7.1,7.1,4.6,3,2,1,0,0,0.0
268,13,1,Medicine,3.79,60.3,0.971,0,3,0,0,58,8,16.0,0.826,3,0,2,6.8,2,6,9.3,7.8,3.6,2,1,2,0,0,0.0
268,14,1,Medicine,4.06,90.0,0.892,0,3,0,0,23,12,11.1,0.875,3,3,4,8.0,2,8,5.5,6.3,3.8,2,1,1,0,0,0.0
268,15,1,Medicine,3.96,83.5,0.869,0,3,0,0,46,13,13.8,0.996,5,0,3,8.8,1,9,8.1,7.7,4.8,2,2,1,0,0,0.0
268,16,1,Medicine,3.85,75.7,0.921,0,3,0,0,45,14,14.2,0.759,4,3,3,11.9,1,6,5.7,7.3,5.7,3,2,2,0,0,0.0
269,1,2,Sciences,3.56,100.0,0.912,0,3,0,0,24,14,15.3,0.875,3,0,5,8.1,2,5,7.2,7.4,4.1,3,6,4,0,0,0.0
269,2,2,Sciences,3.78,70.3,0.973,0,3,0,0,50,13,10.4,0.978,3,0,2,9.0,1,6,7.9,6.0,4.0,2,1,2,0,0,0.0
269,3,2,Sciences,3.73,84.4,0.846,0,3,0,0,63,12,10.5,0.812,3,0,3,8.9,1,7,7.6,7.0,1.0,2,1,1,0,0,0.0
269,4,2,Sciences,3.73,90.6,0.879,0,3,0,0,51,13,11.0,0.794,3,0,4,9.0,1,12,6.9,8.1,3.9,2,2,2,0,0,0.0
269,5,2,Sciences,3.66,77.8,0.921,0,3,0,0,40,15,9.7,0.783,4,3,4,8.1,2,5,6.8,7.1,5.2,2,2,2,0,0,0.0
269,6,2,Sciences,3.61,100.0,0.919,0,3,0,0,48,14,11.5,0.944,7,0,5,12.0,2,5,8.4,7.0,2.7,2,1,2,0,0,0.0
269,7,2,Sciences,3.73,64.2,0.917,0,3,0,0,43,17,11.6,0.829,4,1,2,7.3,2,7,6.7,6.8,2.0,2,1,1,0,0,0.0
269,8,2,Sciences,3.57,75.3,0.894,0,3,0,0,52,10,12.3,0.621,4,0,5,13.5,2,5,6.3,7.0,3.6,2,2,1,0,0,0.0
269,9,2,Sciences,3.66,66.6,0.987,0,3,0,0,40,9,13.0,0.828,3,3,1,11.2,2,12,7.1,8.1,3.2,3,2,1,0,0,0.0
269,10,2,Sciences,3.62,77.2,0.868,0,3,0,0,43,13,12.8,0.909,3,1,2,10.0,2,7,7.3,6.9,4.3,2,1,1,0,0,0.0
269,11,2,Sciences,3.75,83.4,0.909,0,3,0,0,55,23,13.6,0.881,4,0,3,11.8,2,9,5.8,7.2,1.3,3,2,1,0,0,0.0
269,12,2,Sciences,3.72,85.1,0.809,0,3,0,0,34,9,14.8,0.811,3,0,5,7.6,1,8,6.0,7.3,3.9,3,2,1,0,0,0.0
269,13,2,Sciences,3.63,91.9,0.883,0,3,0,0,43,11,14.4,0.882,4,0,4,8.7,2,11,5.8,6.7,5.9,3,3,2,0,0,0.0
269,14,2,Sciences,3.82,83.0,0.95,0,3,0,0,65,19,14.9,0.815,4,0,2,11.6,2,9,5.5,6.8,4.1,3,1,2,0,0,0.0
269,15,2,Sciences,3.54,78.4,0.981,0,3,0,0,51,12,13.3,0.678,3,0,4,9.0,2,6,6.1,6.7,3.4,3,1,1,0,0,0.0
269,16,2,Sciences,3.63,90.5,0.923,0,3,0,0,50,11,12.0,0.851,4,0,4,7.4,2,10,7.2,6.9,2.2,4,2,1,0,0,0.0
270,1,2,Business,2.67,71.5,0.901,0,2,1,0,35,14,9.8,0.844,5,3,1,12.3,1,7,6.4,6.2,4.8,3,1,2,0,1,0.09
270,2,2,Business,2.53,82.9,0.823,0,2,1,0,43,10,11.1,0.603,2,1,5,11.1,1,7,5.0,6.7,4.8,2,2,4,0,1,0.19
270,3,2,Business,2.65,100.0,0.74,1,2,1,0,32,13,9.3,0.568,4,1,3,6.4,1,5,3.8,6.5,6.9,3,2,1,0,1,0.28
270,4,2,Business,2.48,74.3,0.712,1,2,1,0,30,9,7.1,0.748,2,1,2,7.7,1,3,6.2,6.3,5.9,2,0,0,0,1,0.38
270,5,2,Business,2.43,81.6,0.723,1,2,1,0,37,10,6.4,0.543,3,2,2,5.8,1,4,7.0,5.7,5.7,1,0,1,0,1,0.47
270,6,2,Business,2.36,68.0,0.674,1,1,2,0,20,10,8.8,0.548,3,5,1,6.6,0,2,4.1,6.4,8.0,1,1,1,0,1,0.56
270,7,2,Business,2.36,72.0,0.712,1,1,2,0,26,2,8.5,0.691,3,4,2,7.4,1,7,5.3,5.0,7.2,1,1,0,0,1,0.66
270,8,2,Business,2.19,76.4,0.67,1,1,1,1,-999,5,9.0,0.392,3,5,2,8.8,1,1,5.0,4.9,9.5,1,1,1,0,1,0.75
270,9,2,Business,2.47,78.6,0.618,1,1,1,1,-999,10,3.0,0.57,2,4,1,8.4,0,2,4.5,4.9,8.5,1,1,0,1,1,0.84
270,10,2,Business,2.53,54.5,0.581,2,1,1,1,-999,2,2.7,0.347,1,6,1,6.0,0,0,4.3,5.8,6.6,0,2,1,0,1,0.94
270,11,2,Business,2.03,61.0,0.609,1,0,2,1,-999,0,4.6,0.24,0,5,1,2.5,0,5,4.5,5.8,10.0,1,3,1,0,1,1.0
270,12,2,Business,2.59,65.0,0.567,2,0,2,1,-999,3,2.1,0.23,1,6,0,6.3,0,0,4.6,5.1,10.0,0,1,0,0,1,1.0
270,13,2,Business,2.25,55.9,0.534,2,0,2,1,-999,4,5.0,0.323,0,5,0,2.1,0,1,4.7,4.9,9.1,1,1,0,0,1,1.0
270,14,2,Business,2.22,55.8,0.505,2,0,2,1,-999,11,4.3,0.366,1,5,0,2.4,1,3,5.4,5.6,8.6,0,0,0,0,1,1.0
270,15,2,Business,2.44,66.5,0.598,2,0,2,1,-999,4,1.6,0.431,1,5,1,3.0,0,0,5.0,5.2,10.0,1,1,1,0,1,1.0
270,16,2,Business,2.14,71.4,0.47,2,0,2,1,-999,0,3.2,0.344,0,6,0,4.5,0,5,3.9,5.1,9.7,1,0,1,1,1,1.0
271,1,1,Business,2.98,76.4,0.775,1,3,0,0,53,12,12.2,0.972,5,1,5,8.1,2,11,6.9,7.3,2.8,2,1,1,0,0,0.0
271,2,1,Business,3.09,83.0,0.985,0,3,0,0,57,17,15.6,0.83,4,0,4,8.8,1,7,6.2,7.9,4.1,2,1,1,0,0,0.0
271,3,1,Business,2.98,79.6,0.943,0,3,0,0,58,13,11.0,0.787,4,1,3,15.6,2,6,7.7,6.2,3.2,2,1,2,0,0,0.0
271,4,1,Business,2.88,86.8,0.862,0,3,0,0,42,14,11.4,0.848,3,0,3,8.7,1,7,7.1,7.7,2.9,2,1,1,0,0,0.0
271,5,1,Business,2.92,94.6,0.919,0,3,0,0,53,14,15.6,0.925,3,0,3,12.7,1,5,6.0,8.0,3.3,2,1,1,0,0,0.0
271,6,1,Business,2.84,77.9,0.947,0,3,0,0,57,18,11.8,0.931,4,0,3,9.7,1,4,7.3,6.9,3.6,2,1,1,0,0,0.0
271,7,1,Business,2.93,79.6,0.983,0,3,0,0,38,19,8.5,0.761,4,3,4,9.7,1,10,7.8,7.1,5.8,3,3,1,0,0,0.0
271,8,1,Business,2.81,87.7,0.91,0,3,0,0,31,13,12.5,0.874,5,0,4,6.9,2,9,8.7,6.3,5.1,3,1,2,0,0,0.0
271,9,1,Business,2.91,79.4,0.916,0,3,0,0,55,15,12.2,1.0,3,0,4,9.5,2,10,6.9,6.9,3.0,4,2,3,0,0,0.0
271,10,1,Business,2.83,95.0,0.923,0,3,0,0,47,14,12.7,0.924,3,1,4,8.9,2,5,6.6,7.7,3.9,2,1,4,0,0,0.0
271,11,1,Business,2.67,94.4,0.944,0,3,0,0,53,15,12.1,0.768,3,0,5,10.9,2,6,7.9,6.1,1.9,2,2,2,0,0,0.0
271,12,1,Business,2.83,91.5,0.891,0,3,0,0,37,16,12.2,1.0,5,2,2,12.1,1,8,5.3,6.9,2.3,3,1,1,0,0,0.0
271,13,1,Business,3.07,82.6,0.974,0,3,0,0,53,17,13.2,0.875,4,0,5,8.4,1,12,8.1,6.9,2.0,2,1,1,0,0,0.0
271,14,1,Business,2.96,55.6,0.918,0,3,0,0,50,18,11.7,0.95,4,1,4,9.3,1,9,7.0,8.1,2.8,3,2,1,0,0,0.0
271,15,1,Business,3.04,63.7,0.851,0,3,0,0,50,13,9.7,1.0,3,0,4,6.9,2,7,6.1,7.2,4.1,3,1,1,0,0,0.0
271,16,1,Business,2.96,81.0,0.904,0,3,0,0,45,8,9.2,0.724,7,0,5,7.5,2,8,6.0,6.4,2.7,4,1,3,0,0,0.0
272,1,1,Sciences,2.47,74.5,0.979,0,3,0,0,56,16,13.7,0.911,6,0,2,9.4,1,9,5.9,6.5,3.8,2,1,1,0,0,0.0
272,2,1,Sciences,2.81,83.5,0.888,0,3,0,0,48,15,13.0,0.9,3,1,3,11.1,2,8,7.8,7.3,5.2,3,3,1,0,0,0.0
272,3,1,Sciences,2.52,83.6,0.949,0,3,0,0,24,17,10.4,0.893,4,1,3,9.6,1,6,6.5,7.1,4.6,2,2,2,0,0,0.0
272,4,1,Sciences,2.69,100.0,0.933,0,3,0,0,48,10,11.8,0.885,3,1,4,11.4,2,5,7.9,6.5,2.9,2,3,1,0,0,0.0
272,5,1,Sciences,2.71,89.0,0.962,0,3,0,0,51,19,14.5,0.845,4,0,3,11.3,2,7,8.6,6.1,6.0,2,1,2,0,0,0.0
272,6,1,Sciences,2.53,84.3,0.796,1,3,0,0,37,13,10.7,0.804,3,4,4,11.1,1,7,7.0,6.9,6.7,2,1,2,0,0,0.0
272,7,1,Sciences,2.6,100.0,0.934,0,3,0,0,57,21,12.4,0.63,3,2,3,9.5,1,2,6.8,7.1,3.0,3,1,1,0,0,0.0
272,8,1,Sciences,2.57,96.6,0.846,0,3,0,0,52,12,13.9,0.904,3,0,1,6.6,2,8,7.3,7.1,5.4,2,1,1,0,0,0.0
272,9,1,Sciences,2.5,74.0,0.91,0,3,0,0,19,12,11.9,0.792,4,3,5,8.3,1,3,8.7,5.9,3.7,3,2,2,0,0,0.0
272,10,1,Sciences,2.61,76.8,1.0,0,3,0,0,53,13,15.1,0.87,5,0,3,9.3,2,10,5.5,6.3,3.9,2,1,1,0,0,0.0
272,11,1,Sciences,2.58,93.2,0.937,0,3,0,0,44,15,13.8,0.649,4,0,4,9.2,1,10,7.3,7.0,4.9,3,2,1,0,0,0.0
272,12,1,Sciences,2.58,78.5,0.981,0,3,0,0,58,14,12.9,0.815,3,0,4,10.9,2,7,5.5,7.1,4.7,4,2,3,0,0,0.0
272,13,1,Sciences,2.57,83.5,0.963,0,3,0,0,62,16,9.3,0.78,4,0,4,10.3,2,10,5.4,7.6,3.4,2,2,2,0,0,0.0
272,14,1,Sciences,2.59,79.8,0.838,0,3,0,0,36,20,13.3,0.759,3,1,3,12.9,1,6,6.2,7.2,4.4,3,4,1,0,0,0.0
272,15,1,Sciences,2.74,88.8,0.909,0,3,0,0,46,13,14.6,0.934,5,0,3,6.9,2,5,6.3,6.4,4.4,3,1,2,0,0,0.0
272,16,1,Sciences,2.65,73.2,0.835,0,3,0,0,29,14,13.7,0.923,6,0,6,7.0,2,11,7.7,7.2,2.4,1,2,1,0,0,0.0
273,1,2,Arts,2.77,77.6,0.902,0,3,0,0,51,14,12.5,0.837,4,1,5,11.4,2,8,7.0,7.6,2.5,3,1,2,0,0,0.0
273,2,2,Arts,2.92,72.9,0.941,0,3,0,0,47,20,10.5,0.875,7,2,4,8.5,1,5,7.7,7.1,6.0,2,1,2,0,0,0.0
273,3,2,Arts,2.75,83.6,0.826,0,3,0,0,29,18,13.0,0.904,3,2,3,11.2,2,4,6.4,6.4,2.1,2,1,1,0,0,0.0
273,4,2,Arts,2.83,100.0,0.82,0,3,0,0,55,20,13.4,0.841,4,0,4,10.0,2,7,6.9,6.7,3.5,2,1,1,0,0,0.0
273,5,2,Arts,2.75,78.8,0.968,0,3,0,0,51,13,13.6,1.0,6,0,5,11.3,2,6,6.1,6.3,4.5,2,1,3,0,0,0.0
273,6,2,Arts,2.72,68.2,0.948,0,3,0,0,58,13,15.6,0.707,3,1,5,9.3,2,6,7.2,7.7,5.4,3,1,1,0,0,0.0
273,7,2,Arts,2.75,81.8,0.938,0,3,0,0,58,20,10.5,0.933,4,0,3,11.1,1,10,8.1,7.2,3.4,3,1,1,0,0,0.0
273,8,2,Arts,2.8,94.8,0.959,0,3,0,0,68,16,10.6,0.847,6,1,3,10.2,3,7,7.4,7.9,4.8,3,1,1,0,0,0.0
273,9,2,Arts,2.67,73.8,0.909,0,3,0,0,51,19,11.2,0.817,6,0,2,9.8,2,8,7.1,7.8,4.2,2,2,2,0,0,0.0
273,10,2,Arts,2.83,89.8,0.935,0,3,0,0,47,16,14.7,0.835,4,0,3,13.5,1,7,6.7,7.4,3.6,3,1,1,0,0,0.0
273,11,2,Arts,2.62,83.6,0.995,0,3,0,0,50,14,7.9,0.874,4,4,4,12.6,1,11,8.2,6.7,4.2,1,2,1,0,0,0.0
273,12,2,Arts,2.71,100.0,0.858,0,3,0,0,67,14,12.5,1.0,3,0,3,9.3,2,13,5.5,7.1,4.2,3,2,1,0,0,0.0
273,13,2,Arts,2.56,95.6,0.811,0,3,0,0,53,17,13.4,0.812,4,0,4,6.6,1,7,6.2,6.3,3.1,2,1,1,0,0,0.0
273,14,2,Arts,2.6,95.9,0.809,0,3,0,0,50,10,12.4,0.943,4,0,5,8.7,1,7,6.2,6.6,4.0,2,1,1,0,0,0.0
273,15,2,Arts,2.79,79.6,0.976,0,3,0,0,56,12,12.1,0.611,4,2,4,12.3,2,9,8.2,7.1,4.9,3,3,1,0,0,0.0
273,16,2,Arts,2.79,93.8,0.958,0,3,0,0,59,21,13.6,0.695,4,0,3,10.5,1,6,6.2,7.0,2.8,2,4,2,0,0,0.0
274,1,3,Business,3.14,89.2,0.833,0,3,0,0,46,13,12.8,0.801,3,2,4,8.7,2,8,5.2,7.5,3.6,3,1,2,0,0,0.0
274,2,3,Business,3.24,85.8,0.938,0,3,0,0,50,9,12.7,0.829,3,0,4,8.8,2,6,5.4,6.9,2.3,3,2,1,0,0,0.0
274,3,3,Business,3.01,100.0,0.923,0,3,0,0,41,17,15.6,0.932,3,3,4,9.1,2,9,6.6,6.7,4.1,2,1,1,0,0,0.0
274,4,3,Business,3.18,68.9,0.852,0,3,0,0,56,8,13.3,0.788,4,2,3,9.7,1,8,7.1,7.0,3.6,2,2,2,0,0,0.0
274,5,3,Business,3.11,89.3,0.914,0,3,0,0,53,15,13.2,0.93,3,0,3,10.0,2,9,8.3,6.6,4.6,2,1,1,0,0,0.0
274,6,3,Business,3.21,87.3,0.838,0,3,0,0,54,18,14.5,0.827,3,1,3,8.1,2,8,6.8,8.4,2.5,2,1,2,0,0,0.0
274,7,3,Business,3.18,96.5,0.85,0,3,0,0,33,16,11.6,1.0,3,0,2,11.2,1,9,7.5,7.4,3.6,2,1,1,0,0,0.0
274,8,3,Business,3.24,80.5,0.866,0,3,0,0,41,17,12.7,0.839,6,1,2,7.2,1,4,6.5,8.0,3.5,3,1,2,0,0,0.0
274,9,3,Business,3.19,79.4,0.905,0,3,0,0,36,19,9.8,0.772,5,1,5,7.6,2,4,8.3,8.0,5.0,3,1,1,0,0,0.0
274,10,3,Business,3.34,81.4,0.97,0,3,0,0,53,15,11.7,0.872,3,0,5,10.8,1,6,7.8,6.8,4.8,3,1,1,0,0,0.0
274,11,3,Business,3.12,97.0,0.928,0,3,0,0,44,9,11.1,0.8,5,0,4,9.9,1,9,6.8,7.0,3.9,3,2,1,0,0,0.0
274,12,3,Business,3.13,96.1,0.866,0,3,0,0,45,13,10.4,0.884,5,0,2,10.9,2,8,6.5,7.2,4.7,3,2,2,0,0,0.0
274,13,3,Business,3.17,82.2,1.0,0,3,0,0,38,20,14.8,0.855,3,0,2,8.6,2,8,8.1,7.2,4.0,3,1,3,0,0,0.0
274,14,3,Business,3.16,81.1,0.939,0,3,0,0,46,15,13.2,0.788,3,0,0,6.8,2,10,5.7,7.6,5.0,3,2,1,0,0,0.0
274,15,3,Business,3.2,90.6,0.951,0,3,0,0,52,20,10.8,0.785,4,0,4,9.3,1,8,6.9,6.9,6.4,3,2,1,0,0,0.0
274,16,3,Business,3.3,87.1,0.876,0,3,0,0,76,16,11.9,0.749,4,1,5,10.0,1,6,6.0,7.0,5.3,3,2,1,0,0,0.0
275,1,2,Arts,3.13,74.0,0.987,0,3,0,0,42,15,14.5,1.0,3,0,4,9.7,2,6,6.7,6.0,3.6,2,1,1,0,0,0.0
275,2,2,Arts,3.25,83.2,0.988,0,3,0,0,47,13,10.3,0.9,4,0,2,8.6,2,9,6.4,7.2,4.4,3,2,1,0,0,0.0
275,3,2,Arts,3.12,96.5,0.93,0,3,0,0,33,17,12.5,0.917,5,0,4,8.5,1,9,7.9,6.8,3.4,3,1,1,0,0,0.0
275,4,2,Arts,3.1,84.9,0.927,0,3,0,0,52,16,11.1,0.992,5,0,3,7.9,2,12,7.2,7.2,5.8,2,1,4,0,0,0.0
275,5,2,Arts,3.07,99.7,0.91,0,3,0,0,52,15,14.1,0.778,5,0,3,8.2,2,6,7.4,6.9,4.8,2,3,1,0,0,0.0
275,6,2,Arts,3.21,92.5,0.928,0,3,0,0,37,14,10.0,1.0,5,0,4,11.6,2,7,5.2,6.6,4.9,3,2,1,0,0,0.0
275,7,2,Arts,3.21,93.4,0.869,0,3,0,0,52,12,12.2,1.0,3,0,5,11.6,1,6,6.2,7.3,3.9,3,2,2,0,0,0.0
275,8,2,Arts,3.3,87.9,1.0,0,3,0,0,46,16,7.9,0.934,6,1,5,10.3,1,5,6.4,7.1,4.7,2,1,1,0,0,0.0
275,9,2,Arts,3.16,84.5,0.964,0,3,0,0,39,16,9.2,0.906,4,2,4,11.3,2,9,7.4,8.2,4.5,2,1,2,0,0,0.0
275,10,2,Arts,3.17,82.9,0.863,0,3,0,0,54,17,12.9,0.848,6,1,4,6.5,2,4,7.0,7.3,2.2,3,1,1,0,0,0.0
275,11,2,Arts,3.45,71.5,0.988,0,3,0,0,59,14,8.6,0.734,4,0,2,10.4,2,2,7.8,7.3,2.2,2,2,1,0,0,0.0
